Transaction date,Transaction ID,Merchant name,Payment ref ID / Check No,Description,Debit amount,Credit amount,Balance
2025-01-16,TXN100674,Utilities Co.,,Utilities,0.0,325.87,386674.76
2025-01-17,TXN100675,Stripe,,POS sale,0.0,1065.37,387740.13
2025-01-17,TXN100676,Costco,,Online supplies,0.0,495.23,388235.36
2025-01-18,TXN100677,Utilities Co.,,Utilities,285.34,0.0,387950.02
2025-01-18,TXN100678,Costco,,Food inventory,0.0,1267.65,389217.67
2025-01-18,TXN100679,Costco,,Food inventory,0.0,818.55,390036.22
2025-01-18,TXN100680,Costco,,Online supplies,0.0,657.19,390693.41
2025-01-19,TXN100681,Chase Bank,,Banking fee,463.42,0.0,390229.99
2025-01-19,TXN100682,Local Butcher,REF-2098XL,Food inventory,251.63,0.0,389978.36
2025-01-19,TXN100683,Costco,REF-5780lb,Food inventory,420.41,0.0,389557.95
2025-01-19,TXN100684,Stripe,,Customer payment,0.0,1137.58,390695.53
2025-01-19,TXN100685,Gordon Food Service,,Beverage restock,93.76,0.0,390601.77
2025-01-20,TXN100686,Costco,,Food inventory,0.0,1051.33,391653.1
2025-01-20,TXN100687,Gordon Food Service,,Beverage restock,0.0,723.03,392376.13
2025-01-20,TXN100688,Square,,Customer payment,0.0,845.33,393221.46
2025-01-20,TXN100689,Utilities Co.,,Utilities,0.0,701.45,393922.91
2025-01-20,TXN100690,Local Butcher,,Food inventory,0.0,767.38,394690.29
2025-01-21,TXN100691,Rent,,Monthly rent,450.57,0.0,394239.72
2025-01-22,TXN100692,Payroll,,Payroll,0.0,1208.17,395447.89
2025-01-22,TXN100693,US Foods,,Beverage restock,450.95,0.0,394996.94
2025-01-22,TXN100694,Local Butcher,,Meat purchase,87.07,0.0,394909.87
2025-01-22,TXN100695,Payroll,,Payroll,0.0,594.63,395504.5
2025-01-23,TXN100696,Gordon Food Service,,Food inventory,318.39,0.0,395186.11
2025-01-24,TXN100697,US Foods,,Food inventory,0.0,1237.29,396423.4
2025-01-24,TXN100698,Local Butcher,,Meat purchase,214.64,0.0,396208.76
2025-01-25,TXN100699,Costco,,Online supplies,0.0,1373.92,397582.68
2025-01-25,TXN100700,US Foods,,Beverage restock,464.6,0.0,397118.08
2025-01-26,TXN100701,Gordon Food Service,,Food inventory,0.0,1331.58,398449.66
2025-01-27,TXN100702,Amazon,,Online supplies,0.0,450.42,398900.08
2025-01-27,TXN100703,Walmart,REF-6465IK,Food inventory,78.59,0.0,398821.49
2025-01-27,TXN100704,Stripe,,Customer payment,0.0,1056.04,399877.53
2025-01-27,TXN100705,Local Farm Co-op,,Food inventory,182.48,0.0,399695.05
2025-01-27,TXN100706,PepsiCo,,Beverage restock,0.0,1338.35,401033.4
2025-01-27,TXN100707,Rent,,Monthly rent,0.0,602.31,401635.71
2025-01-28,TXN100708,Chase Bank,,Banking fee,0.0,1148.46,402784.17
2025-01-28,TXN100709,PepsiCo,REF-9678Wc,Beverage restock,249.6,0.0,402534.57
2025-01-28,TXN100710,Coca-Cola,REF-8191TV,Beverage restock,255.89,0.0,402278.68
2025-01-29,TXN100711,PepsiCo,,Beverage restock,0.0,1563.62,403842.3
2025-01-29,TXN100712,Square,,POS sale,0.0,478.28,404320.58
2025-01-29,TXN100713,Bakery Supply Co.,,Food inventory,0.0,557.54,404878.12
2025-01-30,TXN100714,Amazon,,Equipment purchase,0.0,1377.65,406255.77
2025-01-30,TXN100715,Chase Bank,REF-4519QF,Banking fee,234.07,0.0,406021.7
2025-01-30,TXN100716,Amazon,,Online supplies,111.86,0.0,405909.84
2025-01-30,TXN100717,Square,,Customer payment,0.0,718.02,406627.86
2025-01-30,TXN100718,Sysco,,Food inventory,473.81,0.0,406154.05
2025-01-30,TXN100719,Local Farm Co-op,REF-5275aU,Beverage restock,437.9,0.0,405716.15
2025-01-30,TXN100720,Kitchen Depot,,Maintenance,0.0,1442.37,407158.52
2025-01-31,TXN100721,Chase Bank,,Service fee,0.0,338.36,407496.88
2025-01-31,TXN100722,Bakery Supply Co.,REF-0754yL,Food inventory,103.31,0.0,407393.57
2025-01-31,TXN100723,Sysco,,Beverage restock,0.0,1074.87,408468.44
2025-01-31,TXN100724,Square,,POS sale,0.0,1034.0,409502.44
2025-01-31,TXN100725,Costco,,Online supplies,34.21,0.0,409468.23
2025-02-01,TXN100726,Kitchen Depot,,Maintenance,145.58,0.0,409322.65
2025-02-01,TXN100727,Bakery Supply Co.,,Food inventory,0.0,1344.53,410667.18
2025-02-02,TXN100728,Local Farm Co-op,,Food inventory,281.21,0.0,410385.97
2025-02-02,TXN100729,US Foods,,Beverage restock,0.0,757.49,411143.46
2025-02-02,TXN100730,Kitchen Depot,REF-6045gC,Equipment purchase,442.91,0.0,410700.55
2025-02-02,TXN100731,Square,,POS sale,0.0,947.04,411647.59
2025-02-02,TXN100732,US Foods,,Food inventory,427.23,0.0,411220.36
2025-02-03,TXN100733,Rent,REF-8949Xv,Monthly rent,430.66,0.0,410789.7
2025-02-03,TXN100734,PepsiCo,,Beverage restock,0.0,1001.04,411790.74
2025-02-03,TXN100735,PepsiCo,,Beverage restock,0.0,1477.68,413268.42
2025-02-03,TXN100736,Amazon,,Online supplies,0.0,1212.22,414480.64
2025-02-03,TXN100737,Kitchen Depot,,Maintenance,0.0,846.66,415327.3
2025-02-04,TXN100738,Gordon Food Service,REF-4355Rx,Food inventory,92.44,0.0,415234.86
2025-02-04,TXN100739,Amazon,,Equipment purchase,0.0,924.86,416159.72
2025-02-04,TXN100740,Bakery Supply Co.,,Food inventory,0.0,743.65,416903.37
2025-02-04,TXN100741,Rent,,Monthly rent,0.0,393.63,417297.0
2025-02-05,TXN100742,Stripe,,POS sale,0.0,1553.58,418850.58
2025-02-05,TXN100743,Amazon,,Online supplies,140.87,0.0,418709.71
2025-02-05,TXN100744,Coca-Cola,,Beverage restock,0.0,676.33,419386.04
2025-02-05,TXN100745,Costco,,Online supplies,0.0,706.78,420092.82
2025-02-06,TXN100746,Coca-Cola,,Beverage restock,0.0,781.79,420874.61
2025-02-06,TXN100747,Local Farm Co-op,,Beverage restock,422.36,0.0,420452.25
2025-02-06,TXN100748,Local Farm Co-op,,Food inventory,225.46,0.0,420226.79
2025-02-06,TXN100749,Bakery Supply Co.,REF-8109ZN,Baking supplies,300.12,0.0,419926.67
2025-02-07,TXN100750,Stripe,,POS sale,0.0,1511.54,421438.21
2025-02-07,TXN100751,Rent,,Monthly rent,135.39,0.0,421302.82
2025-02-07,TXN100752,Gordon Food Service,,Beverage restock,0.0,1307.38,422610.2
2025-02-07,TXN100753,Sysco,,Beverage restock,0.0,388.99,422999.19
2025-02-08,TXN100754,Costco,,Online supplies,0.0,1342.83,424342.02
2025-02-08,TXN100755,Utilities Co.,,Utilities,0.0,367.06,424709.08
2025-02-08,TXN100756,Payroll,,Payroll,232.39,0.0,424476.69
2025-02-09,TXN100757,Amazon,,Online supplies,0.0,1590.85,426067.54
2025-02-09,TXN100758,Walmart,REF-6990UC,Online supplies,122.41,0.0,425945.13
2025-02-09,TXN100759,Coca-Cola,,Beverage restock,0.0,632.18,426577.31
2025-02-11,TXN100760,Local Farm Co-op,,Beverage restock,0.0,1483.72,428061.03
2025-02-11,TXN100761,Local Butcher,REF-2145Ua,Meat purchase,490.15,0.0,427570.88
2025-02-11,TXN100762,Costco,,Food inventory,0.0,521.35,428092.23
2025-02-12,TXN100763,Stripe,,Customer payment,0.0,521.69,428613.92
2025-02-12,TXN100764,Chase Bank,,Banking fee,0.0,692.77,429306.69
2025-02-12,TXN100765,Payroll,,Payroll,0.0,1450.73,430757.42
2025-02-12,TXN100766,Local Farm Co-op,,Food inventory,0.0,1150.23,431907.65
2025-02-12,TXN100767,Amazon,,Online supplies,0.0,1112.62,433020.27
2025-02-13,TXN100768,US Foods,,Beverage restock,0.0,697.05,433717.32
2025-02-13,TXN100769,Local Farm Co-op,,Beverage restock,330.99,0.0,433386.33
2025-02-13,TXN100770,US Foods,,Beverage restock,0.0,724.37,434110.7
2025-02-13,TXN100771,Gordon Food Service,,Food inventory,0.0,1540.85,435651.55
2025-02-14,TXN100772,US Foods,,Food inventory,333.01,0.0,435318.54
2025-02-14,TXN100773,Kitchen Depot,,Equipment purchase,0.0,1598.77,436917.31
2025-02-15,TXN100774,Utilities Co.,,Utilities,0.0,1064.5,437981.81
2025-02-15,TXN100775,PepsiCo,,Beverage restock,0.0,1264.35,439246.16
2025-02-15,TXN100776,Chase Bank,,Service fee,0.0,1290.14,440536.3
2025-02-15,TXN100777,Bakery Supply Co.,REF-7083SZ,Baking supplies,439.57,0.0,440096.73
2025-02-15,TXN100778,Amazon,,Online supplies,423.25,0.0,439673.48
2025-02-15,TXN100779,Bakery Supply Co.,,Baking supplies,0.0,1243.06,440916.54
2025-02-15,TXN100780,Local Farm Co-op,,Food inventory,0.0,608.75,441525.29
2025-02-16,TXN100781,Sysco,,Beverage restock,0.0,1556.1,443081.39
2025-02-16,TXN100782,Bakery Supply Co.,,Food inventory,0.0,983.53,444064.92
2025-02-17,TXN100783,Bakery Supply Co.,,Baking supplies,0.0,392.52,444457.44
2025-02-17,TXN100784,PepsiCo,,Beverage restock,0.0,1014.64,445472.08
2025-02-17,TXN100785,Bakery Supply Co.,,Food inventory,0.0,313.62,445785.7
2025-02-18,TXN100786,Coca-Cola,,Beverage restock,265.0,0.0,445520.7
2025-02-18,TXN100787,Sysco,REF-8817pI,Food inventory,91.38,0.0,445429.32
2025-02-18,TXN100788,Stripe,,Customer payment,0.0,497.73,445927.05
2025-02-18,TXN100789,Local Farm Co-op,,Beverage restock,0.0,652.56,446579.61
2025-02-19,TXN100790,Square,,POS sale,0.0,770.28,447349.89
2025-02-19,TXN100791,Chase Bank,,Banking fee,0.0,380.68,447730.57
2025-02-19,TXN100792,Gordon Food Service,,Food inventory,0.0,702.6,448433.17
2025-02-20,TXN100793,Square,,Customer payment,0.0,652.88,449086.05
2025-02-20,TXN100794,PepsiCo,,Beverage restock,0.0,1134.56,450220.61
2025-02-20,TXN100795,Kitchen Depot,,Maintenance,0.0,836.72,451057.33
2025-02-20,TXN100796,Amazon,,Online supplies,0.0,1049.62,452106.95
2025-02-21,TXN100797,Rent,,Monthly rent,318.25,0.0,451788.7
2025-02-21,TXN100798,Stripe,,POS sale,0.0,346.2,452134.9
2025-02-21,TXN100799,US Foods,REF-6696tD,Food inventory,293.11,0.0,451841.79
2025-02-21,TXN100800,Kitchen Depot,REF-5203mn,Equipment purchase,192.59,0.0,451649.2
2025-02-21,TXN100801,Local Butcher,,Food inventory,0.0,437.39,452086.59
2025-02-21,TXN100802,Stripe,,POS sale,0.0,1324.13,453410.72
2025-02-22,TXN100803,Utilities Co.,,Utilities,0.0,1247.37,454658.09
2025-02-23,TXN100804,Gordon Food Service,REF-6849Rs,Food inventory,238.74,0.0,454419.35
2025-02-23,TXN100805,Local Butcher,,Meat purchase,0.0,1118.44,455537.79
2025-02-24,TXN100806,PepsiCo,,Beverage restock,351.28,0.0,455186.51
2025-02-24,TXN100807,Sysco,,Beverage restock,0.0,992.88,456179.39
2025-02-24,TXN100808,Rent,,Monthly rent,0.0,1322.88,457502.27
2025-02-24,TXN100809,Stripe,,POS sale,0.0,865.31,458367.58
2025-02-25,TXN100810,Local Butcher,,Meat purchase,0.0,1152.52,459520.1
2025-02-26,TXN100811,Square,,POS sale,0.0,1025.79,460545.89
2025-02-26,TXN100812,Square,,Customer payment,0.0,1105.55,461651.44
2025-02-26,TXN100813,Sysco,,Food inventory,0.0,720.27,462371.71
2025-02-26,TXN100814,Rent,,Monthly rent,0.0,971.91,463343.62
2025-02-27,TXN100815,Amazon,REF-4718qE,Online supplies,315.33,0.0,463028.29
2025-02-27,TXN100816,Local Butcher,,Food inventory,0.0,853.17,463881.46
2025-02-27,TXN100817,US Foods,REF-8255hx,Beverage restock,181.62,0.0,463699.84
2025-02-27,TXN100818,Stripe,,Customer payment,0.0,433.4,464133.24
2025-02-27,TXN100819,Utilities Co.,,Utilities,0.0,616.47,464749.71
2025-02-28,TXN100820,Rent,REF-3382Fr,Monthly rent,311.81,0.0,464437.9
2025-02-28,TXN100821,Kitchen Depot,,Equipment purchase,0.0,1536.47,465974.37
2025-02-28,TXN100822,Amazon,,Online supplies,0.0,861.34,466835.71
2025-02-28,TXN100823,Local Farm Co-op,,Beverage restock,0.0,891.82,467727.53
2025-02-28,TXN100824,Rent,,Monthly rent,0.0,746.7,468474.23
2025-03-01,TXN100825,Square,,Customer payment,0.0,1328.64,469802.87
2025-03-01,TXN100826,Kitchen Depot,,Equipment purchase,69.2,0.0,469733.67
2025-03-02,TXN100827,US Foods,REF-4012wc,Food inventory,105.33,0.0,469628.34
2025-03-02,TXN100828,Payroll,,Payroll,0.0,562.5,470190.84
2025-03-03,TXN100829,Gordon Food Service,,Beverage restock,0.0,1459.1,471649.94
2025-03-04,TXN100830,Square,,Customer payment,0.0,1218.92,472868.86
2025-03-04,TXN100831,Amazon,,Online supplies,0.0,1034.22,473903.08
2025-03-05,TXN100832,Chase Bank,REF-4269EJ,Banking fee,279.5,0.0,473623.58
2025-03-05,TXN100833,PepsiCo,,Beverage restock,437.66,0.0,473185.92
2025-03-05,TXN100834,Coca-Cola,,Beverage restock,0.0,582.56,473768.48
2025-03-05,TXN100835,Stripe,,Customer payment,0.0,842.85,474611.33
2025-03-06,TXN100836,Gordon Food Service,,Food inventory,0.0,1064.13,475675.46
2025-03-06,TXN100837,Square,,POS sale,0.0,1316.35,476991.81
2025-03-07,TXN100838,Costco,,Food inventory,0.0,1458.24,478450.05
2025-03-08,TXN100839,Payroll,,Payroll,0.0,735.11,479185.16
2025-03-08,TXN100840,Chase Bank,,Banking fee,431.81,0.0,478753.35
2025-03-09,TXN100841,Square,,Customer payment,0.0,1208.52,479961.87
2025-03-09,TXN100842,Kitchen Depot,REF-5444GJ,Equipment purchase,243.22,0.0,479718.65
2025-03-10,TXN100843,Local Farm Co-op,,Food inventory,0.0,427.61,480146.26
2025-03-10,TXN100844,Utilities Co.,REF-8128dy,Utilities,265.75,0.0,479880.51
2025-03-10,TXN100845,PepsiCo,,Beverage restock,0.0,1233.4,481113.91
2025-03-10,TXN100846,Rent,,Monthly rent,0.0,508.89,481622.8
2025-03-11,TXN100847,Square,,Customer payment,0.0,751.3,482374.1
2025-03-11,TXN100848,PepsiCo,REF-3433bP,Beverage restock,27.05,0.0,482347.05
2025-03-11,TXN100849,Costco,,Online supplies,0.0,680.94,483027.99
2025-03-11,TXN100850,Costco,,Food inventory,0.0,1522.52,484550.51
2025-03-12,TXN100851,Payroll,,Payroll,0.0,1550.23,486100.74
2025-03-12,TXN100852,Costco,,Online supplies,0.0,625.49,486726.23
2025-03-12,TXN100853,Kitchen Depot,,Equipment purchase,0.0,1505.14,488231.37
2025-03-12,TXN100854,Rent,REF-1822ex,Monthly rent,168.32,0.0,488063.05
2025-03-13,TXN100855,Amazon,,Equipment purchase,466.05,0.0,487597.0
2025-03-13,TXN100856,Walmart,,Online supplies,214.45,0.0,487382.55
2025-03-14,TXN100857,US Foods,,Beverage restock,0.0,1516.27,488898.82
2025-03-14,TXN100858,Payroll,,Payroll,374.81,0.0,488524.01
2025-03-14,TXN100859,Costco,,Food inventory,0.0,1470.55,489994.56
2025-03-15,TXN100860,US Foods,,Beverage restock,0.0,758.23,490752.79
2025-03-15,TXN100861,Bakery Supply Co.,,Baking supplies,0.0,1490.8,492243.59
2025-03-15,TXN100862,Local Farm Co-op,,Food inventory,24.93,0.0,492218.66
2025-03-15,TXN100863,Sysco,,Beverage restock,0.0,1443.46,493662.12
2025-03-16,TXN100864,Costco,,Online supplies,0.0,880.06,494542.18
2025-03-16,TXN100865,Stripe,,POS sale,0.0,591.75,495133.93
2025-03-16,TXN100866,Coca-Cola,,Beverage restock,0.0,560.86,495694.79
2025-03-16,TXN100867,PepsiCo,,Beverage restock,0.0,326.37,496021.16
2025-03-17,TXN100868,US Foods,,Food inventory,455.35,0.0,495565.81
2025-03-18,TXN100869,Bakery Supply Co.,REF-0919Fd,Baking supplies,174.11,0.0,495391.7
2025-03-18,TXN100870,Utilities Co.,REF-5478Zl,Utilities,209.37,0.0,495182.33
2025-03-19,TXN100871,Local Butcher,,Food inventory,0.0,1501.6,496683.93
2025-03-19,TXN100872,Stripe,,POS sale,0.0,857.11,497541.04
2025-03-19,TXN100873,Chase Bank,,Service fee,0.0,1099.81,498640.85
2025-03-19,TXN100874,PepsiCo,,Beverage restock,0.0,1089.39,499730.24
2025-03-19,TXN100875,Costco,,Food inventory,0.0,663.93,500394.17
2025-03-20,TXN100876,Sysco,,Beverage restock,0.0,1522.18,501916.35
2025-03-20,TXN100877,Gordon Food Service,,Beverage restock,374.17,0.0,501542.18
2025-03-21,TXN100878,Chase Bank,,Service fee,0.0,1340.32,502882.5
2025-03-21,TXN100879,Local Farm Co-op,,Beverage restock,0.0,534.04,503416.54
2025-03-21,TXN100880,Gordon Food Service,REF-9028ae,Food inventory,456.64,0.0,502959.9
2025-03-21,TXN100881,Local Butcher,REF-6565Gx,Meat purchase,226.89,0.0,502733.01
2025-03-22,TXN100882,Coca-Cola,,Beverage restock,0.0,797.62,503530.63
2025-03-22,TXN100883,Payroll,,Payroll,38.03,0.0,503492.6
2025-03-22,TXN100884,Sysco,,Food inventory,0.0,471.93,503964.53
2025-03-23,TXN100885,Kitchen Depot,,Equipment purchase,130.46,0.0,503834.07
2025-03-23,TXN100886,Payroll,,Payroll,0.0,470.77,504304.84
2025-03-23,TXN100887,Gordon Food Service,REF-5296iK,Food inventory,436.04,0.0,503868.8
2025-03-24,TXN100888,Utilities Co.,,Utilities,320.88,0.0,503547.92
2025-03-25,TXN100889,Gordon Food Service,,Food inventory,0.0,440.16,503988.08
2025-03-25,TXN100890,Kitchen Depot,,Maintenance,0.0,735.77,504723.85
2025-03-25,TXN100891,Costco,,Food inventory,156.79,0.0,504567.06
2025-03-25,TXN100892,Utilities Co.,REF-7711sg,Utilities,493.36,0.0,504073.7
2025-03-26,TXN100893,Gordon Food Service,,Beverage restock,0.0,1578.21,505651.91
2025-03-26,TXN100894,Kitchen Depot,,Maintenance,110.19,0.0,505541.72
2025-03-26,TXN100895,Amazon,REF-2105zy,Equipment purchase,424.14,0.0,505117.58
2025-03-26,TXN100896,Stripe,,POS sale,0.0,699.56,505817.14
2025-03-26,TXN100897,Payroll,,Payroll,46.6,0.0,505770.54
2025-03-26,TXN100898,Sysco,,Beverage restock,0.0,586.04,506356.58
2025-03-28,TXN100899,Local Butcher,,Food inventory,0.0,691.49,507048.07
2025-03-28,TXN100900,Chase Bank,,Banking fee,0.0,949.14,507997.21
2025-03-29,TXN100901,Sysco,,Beverage restock,403.27,0.0,507593.94
2025-03-29,TXN100902,Local Farm Co-op,,Food inventory,213.86,0.0,507380.08
2025-03-30,TXN100903,Rent,,Monthly rent,174.68,0.0,507205.4
2025-03-30,TXN100904,Gordon Food Service,,Food inventory,0.0,482.3,507687.7
2025-03-30,TXN100905,Walmart,,Food inventory,0.0,955.33,508643.03
2025-03-30,TXN100906,Local Farm Co-op,,Food inventory,0.0,814.89,509457.92
2025-03-31,TXN100907,US Foods,,Beverage restock,0.0,710.06,510167.98
2025-03-31,TXN100908,Chase Bank,REF-4327ws,Service fee,274.66,0.0,509893.32
2025-03-31,TXN100909,Costco,,Online supplies,0.0,551.77,510445.09
2025-03-31,TXN100910,Amazon,,Online supplies,0.0,1210.42,511655.51
2025-03-31,TXN100911,Bakery Supply Co.,,Baking supplies,0.0,1387.9,513043.41
2025-03-31,TXN100912,Bakery Supply Co.,REF-2620aX,Baking supplies,485.7,0.0,512557.71
2025-03-31,TXN100913,Rent,,Monthly rent,0.0,1041.37,513599.08
2025-04-01,TXN100914,Chase Bank,,Banking fee,377.6,0.0,513221.48
2025-04-01,TXN100915,Walmart,,Online supplies,181.77,0.0,513039.71
2025-04-01,TXN100916,Square,,POS sale,0.0,986.02,514025.73
2025-04-01,TXN100917,Rent,,Monthly rent,0.0,1507.03,515532.76
2025-04-01,TXN100918,Sysco,,Food inventory,0.0,676.89,516209.65
2025-04-01,TXN100919,Gordon Food Service,,Beverage restock,0.0,348.4,516558.05
2025-04-02,TXN100920,Walmart,,Online supplies,273.47,0.0,516284.58
2025-04-03,TXN100921,Amazon,,Online supplies,497.7,0.0,515786.88
2025-04-03,TXN100922,Coca-Cola,,Beverage restock,0.0,1452.52,517239.4
2025-04-03,TXN100923,Local Butcher,,Meat purchase,0.0,933.22,518172.62
2025-04-05,TXN100924,Sysco,REF-2516Uu,Beverage restock,256.95,0.0,517915.67
2025-04-05,TXN100925,Walmart,,Online supplies,0.0,1466.36,519382.03
2025-04-05,TXN100926,Sysco,,Beverage restock,0.0,439.75,519821.78
2025-04-06,TXN100927,Sysco,,Food inventory,0.0,1426.98,521248.76
2025-04-06,TXN100928,Chase Bank,REF-1225gN,Service fee,436.87,0.0,520811.89
2025-04-06,TXN100929,Rent,,Monthly rent,0.0,1209.0,522020.89
2025-04-07,TXN100930,Sysco,REF-0385wp,Food inventory,247.8,0.0,521773.09
2025-04-07,TXN100931,Payroll,,Payroll,0.0,775.24,522548.33
2025-04-07,TXN100932,Bakery Supply Co.,,Food inventory,0.0,1245.68,523794.01
2025-04-08,TXN100933,Kitchen Depot,,Equipment purchase,93.11,0.0,523700.9
2025-04-08,TXN100934,Payroll,,Payroll,0.0,867.93,524568.83
2025-04-08,TXN100935,Stripe,,Customer payment,0.0,1324.27,525893.1
2025-04-09,TXN100936,Sysco,,Food inventory,0.0,918.81,526811.91
2025-04-09,TXN100937,Stripe,,Customer payment,0.0,726.64,527538.55
2025-04-10,TXN100938,Bakery Supply Co.,,Food inventory,0.0,906.97,528445.52
2025-04-11,TXN100939,Square,,POS sale,0.0,1469.37,529914.89
2025-04-11,TXN100940,Utilities Co.,,Utilities,0.0,509.99,530424.88
2025-04-11,TXN100941,PepsiCo,REF-7214Bg,Beverage restock,169.57,0.0,530255.31
2025-04-11,TXN100942,US Foods,,Beverage restock,188.4,0.0,530066.91
2025-04-12,TXN100943,Chase Bank,REF-5896ld,Banking fee,169.66,0.0,529897.25
2025-04-12,TXN100944,Local Farm Co-op,,Beverage restock,0.0,1575.1,531472.35
2025-04-13,TXN100945,Costco,,Food inventory,379.77,0.0,531092.58
2025-04-13,TXN100946,Bakery Supply Co.,,Baking supplies,0.0,358.32,531450.9
2025-04-14,TXN100947,Chase Bank,,Banking fee,330.33,0.0,531120.57
2025-04-14,TXN100948,Walmart,REF-9717bk,Online supplies,119.81,0.0,531000.76
2025-04-14,TXN100949,Bakery Supply Co.,,Baking supplies,340.93,0.0,530659.83
2025-04-15,TXN100950,PepsiCo,,Beverage restock,138.29,0.0,530521.54
2025-04-15,TXN100951,Stripe,,Customer payment,0.0,1321.51,531843.05
2025-04-16,TXN100952,Walmart,,Food inventory,0.0,725.24,532568.29
2025-04-16,TXN100953,PepsiCo,,Beverage restock,0.0,1246.85,533815.14
2025-04-16,TXN100954,US Foods,,Food inventory,413.13,0.0,533402.01
2025-04-16,TXN100955,Coca-Cola,,Beverage restock,0.0,1573.81,534975.82
2025-04-16,TXN100956,Local Farm Co-op,,Beverage restock,0.0,1230.2,536206.02
2025-04-17,TXN100957,Local Farm Co-op,,Food inventory,0.0,584.38,536790.4
2025-04-17,TXN100958,Kitchen Depot,,Maintenance,420.79,0.0,536369.61
2025-04-17,TXN100959,Bakery Supply Co.,,Food inventory,0.0,1239.68,537609.29
2025-04-18,TXN100960,Sysco,REF-0638Si,Beverage restock,200.19,0.0,537409.1
2025-04-18,TXN100961,Rent,,Monthly rent,420.64,0.0,536988.46
2025-04-18,TXN100962,US Foods,,Beverage restock,0.0,1471.56,538460.02
2025-04-19,TXN100963,Walmart,,Online supplies,0.0,1295.54,539755.56
2025-04-19,TXN100964,Local Farm Co-op,,Food inventory,318.45,0.0,539437.11
2025-04-20,TXN100965,Utilities Co.,,Utilities,126.07,0.0,539311.04
2025-04-20,TXN100966,Chase Bank,,Service fee,0.0,952.09,540263.13
2025-04-21,TXN100967,Chase Bank,,Banking fee,86.66,0.0,540176.47
2025-04-21,TXN100968,Coca-Cola,,Beverage restock,0.0,947.98,541124.45
2025-04-22,TXN100969,Sysco,,Beverage restock,0.0,677.64,541802.09
2025-04-22,TXN100970,Costco,,Food inventory,0.0,752.15,542554.24
2025-04-22,TXN100971,Kitchen Depot,,Maintenance,350.04,0.0,542204.2
2025-04-23,TXN100972,Costco,,Food inventory,0.0,900.92,543105.12
2025-04-23,TXN100973,Bakery Supply Co.,,Food inventory,145.78,0.0,542959.34
2025-04-23,TXN100974,Rent,,Monthly rent,431.77,0.0,542527.57
2025-04-23,TXN100975,Stripe,,POS sale,0.0,460.65,542988.22
2025-04-23,TXN100976,Local Butcher,REF-7780yb,Food inventory,85.9,0.0,542902.32
2025-04-23,TXN100977,PepsiCo,REF-9043Id,Beverage restock,46.22,0.0,542856.1
2025-04-24,TXN100978,Coca-Cola,,Beverage restock,0.0,1495.92,544352.02
2025-04-24,TXN100979,Coca-Cola,,Beverage restock,318.24,0.0,544033.78
2025-04-24,TXN100980,Stripe,,Customer payment,0.0,736.43,544770.21
2025-04-24,TXN100981,Utilities Co.,,Utilities,0.0,831.93,545602.14
2025-04-24,TXN100982,Square,,Customer payment,0.0,1207.15,546809.29
2025-04-24,TXN100983,Local Farm Co-op,REF-6730mP,Food inventory,68.07,0.0,546741.22
2025-04-24,TXN100984,Utilities Co.,,Utilities,22.87,0.0,546718.35
2025-04-24,TXN100985,Payroll,,Payroll,202.46,0.0,546515.89
2025-04-25,TXN100986,Gordon Food Service,,Beverage restock,275.27,0.0,546240.62
2025-04-25,TXN100987,Utilities Co.,REF-2707hv,Utilities,348.46,0.0,545892.16
2025-04-25,TXN100988,Amazon,,Online supplies,0.0,349.28,546241.44
2025-04-25,TXN100989,Bakery Supply Co.,,Baking supplies,0.0,631.38,546872.82
2025-04-25,TXN100990,Costco,,Food inventory,0.0,1163.86,548036.68
2025-04-26,TXN100991,Square,,Customer payment,0.0,648.02,548684.7
2025-04-26,TXN100992,Coca-Cola,,Beverage restock,457.71,0.0,548226.99
2025-04-26,TXN100993,Coca-Cola,,Beverage restock,0.0,1114.53,549341.52
2025-04-26,TXN100994,Chase Bank,,Service fee,0.0,831.45,550172.97
2025-04-27,TXN100995,Payroll,,Payroll,0.0,1455.13,551628.1
2025-04-27,TXN100996,Local Farm Co-op,REF-6047FH,Beverage restock,218.8,0.0,551409.3
2025-04-27,TXN100997,Chase Bank,,Banking fee,0.0,459.08,551868.38
2025-04-28,TXN100998,Amazon,,Online supplies,0.0,1578.45,553446.83
2025-04-29,TXN100999,Stripe,,Customer payment,0.0,653.17,554100.0
2025-04-29,TXN101000,Utilities Co.,,Utilities,247.09,0.0,553852.91
2025-04-30,TXN101001,Bakery Supply Co.,,Baking supplies,80.27,0.0,553772.64
2025-04-30,TXN101002,Chase Bank,,Banking fee,0.0,1091.91,554864.55
2025-04-30,TXN101003,Coca-Cola,,Beverage restock,0.0,761.46,555626.01
2025-05-01,TXN101004,Kitchen Depot,,Maintenance,0.0,1536.63,557162.64
2025-05-01,TXN101005,Amazon,,Online supplies,0.0,1179.52,558342.16
2025-05-01,TXN101006,Local Butcher,REF-0024bp,Meat purchase,185.0,0.0,558157.16
2025-05-02,TXN101007,Square,,POS sale,0.0,1098.85,559256.01
2025-05-02,TXN101008,Coca-Cola,,Beverage restock,0.0,1177.07,560433.08
2025-05-02,TXN101009,Rent,,Monthly rent,0.0,423.1,560856.18
2025-05-02,TXN101010,Utilities Co.,REF-0981jz,Utilities,315.3,0.0,560540.88
2025-05-02,TXN101011,Amazon,,Online supplies,0.0,1071.88,561612.76
